Latitude_Degrees;Longitude_Degrees;Ocean_Name;Ecoregion_Name;Distance_to_Shore;Exposure;Turbidity;Cyclone_Frequency;Date_Year;Percent_Bleaching;Temperature_Kelvin;Temperature_Mean
-8.4955;116.8812;Pacific;Lesser Sunda Islands and Savu Sea;15.72;Sheltered;0.1091;40.38;2014;10;301.6;301.53
-8.4931;116.8679;Pacific;Lesser Sunda Islands and Savu Sea;48.55;Sheltered;0.0774;40.38;2014;10;301.6;301.53
-8.4931;116.8679;Pacific;Lesser Sunda Islands and Savu Sea;48.55;Sheltered;0.0774;40.38;2014;10;301.6;301.53
-8.3915;119.7989;Pacific;Lesser Sunda Islands and Savu Sea;16.18;Sheltered;0.051;29.30;2014;10;303.22;301.68
-8.3915;119.7989;Pacific;Lesser Sunda Islands and Savu Sea;16.18;Sheltered;0.051;29.30;2014;10;303.22;301.68
-8.3624;116.0314;Pacific;Lesser Sunda Islands and Savu Sea;241.76;Exposed;0.0442;47.39;2015;10;303.45;301.6
-8.3624;116.0314;Pacific;Lesser Sunda Islands and Savu Sea;241.76;Exposed;0.0442;47.39;2015;10;303.45;301.6
-8.3487;116.0858;Pacific;Lesser Sunda Islands and Savu Sea;144.8;Sheltered;0.0372;47.39;2014;10;301.84;301.71
-8.3487;116.0858;Pacific;Lesser Sunda Islands and Savu Sea;144.8;Sheltered;0.0372;47.39;2014;10;301.84;301.71
-8.3452;116.0674;Pacific;Lesser Sunda Islands and Savu Sea;693.02;Sometimes;0.0849;47.39;2015;10;302.2;301.6
-8.3452;116.0674;Pacific;Lesser Sunda Islands and Savu Sea;693.02;Sometimes;0.0849;47.39;2015;10;302.2;301.6
-8.3448;116.0247;Pacific;Lesser Sunda Islands and Savu Sea;411.18;Exposed;0.0442;47.39;2015;10;302.79;301.62
-8.3448;116.0247;Pacific;Lesser Sunda Islands and Savu Sea;411.18;Exposed;0.0442;47.39;2015;10;302.79;301.62
-8.3042;116.1368;Pacific;Lesser Sunda Islands and Savu Sea;4772.18;Exposed;0.0441;47.50;2014;10;302.66;301.8
-8.3042;116.1368;Pacific;Lesser Sunda Islands and Savu Sea;4772.18;Exposed;0.0441;47.50;2014;10;302.66;301.8
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2010;10;301.18;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2010;10;301.18;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2015;10;301.47;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2015;10;301.47;301.37
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2011;10;303.32;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2011;10;303.32;301.07
4.2731;113.8147;Pacific;Sunda Shelf south-east Asia;11357.37;Exposed;0.1771;52.98;2011;10;303.01;302.57
4.2731;113.8147;Pacific;Sunda Shelf south-east Asia;11357.37;Exposed;0.1771;52.98;2011;10;303.01;302.57
5.2352;103.2613;Pacific;Sunda Shelf south-east Asia;196.52;Exposed;0.0782;49.78;2019;10;301.25;302.11
5.2352;103.2613;Pacific;Sunda Shelf south-east Asia;196.52;Exposed;0.0782;49.78;2019;10;301.25;302.11
5.7586;103.0294;Pacific;Sunda Shelf south-east Asia;65.21;Sheltered;0.0513;49.62;2014;10;304.22;302.26
5.7586;103.0294;Pacific;Sunda Shelf south-east Asia;65.21;Sheltered;0.0513;49.62;2014;10;304.22;302.26
2.9036;104.1133;Pacific;Sunda Shelf south-east Asia;615.59;Exposed;0.0637;49.52;2011;10;302.05;301.8
2.9036;104.1133;Pacific;Sunda Shelf south-east Asia;615.59;Exposed;0.0637;49.52;2011;10;302.05;301.8
4.6283;118.8352;Pacific;Sulu Sea;4433.76;Sheltered;0.0649;54.54;2013;10;301.82;301.83
4.6283;118.8352;Pacific;Sulu Sea;4433.76;Sheltered;0.0649;54.54;2013;10;301.82;301.83
5.2269;103.2692;Pacific;Sunda Shelf south-east Asia;124.88;Exposed;0.0782;49.78;2010;10;303.61;302.11
5.2269;103.2692;Pacific;Sunda Shelf south-east Asia;124.88;Exposed;0.0782;49.78;2010;10;303.61;302.11
5.2331;103.2606;Pacific;Sunda Shelf south-east Asia;80.51;Exposed;0.0782;49.78;2010;10;303.61;302.11
5.2331;103.2606;Pacific;Sunda Shelf south-east Asia;80.51;Exposed;0.0782;49.78;2010;10;303.61;302.11
5.7128;115.6724;Pacific;Sunda Shelf south-east Asia;222.59;Sheltered;0.1003;53.59;2015;10;304.98;302.62
5.7128;115.6724;Pacific;Sunda Shelf south-east Asia;222.59;Sheltered;0.1003;53.59;2015;10;304.98;302.62
5.7169;115.6349;Pacific;Sunda Shelf south-east Asia;906.03;Sheltered;0.1568;53.59;2015;10;304.38;302.61
5.7169;115.6349;Pacific;Sunda Shelf south-east Asia;906.03;Sheltered;0.1568;53.59;2015;10;304.38;302.61
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2013;10;303.64;302.40
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2013;10;303.64;302.40
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2013;10;304.38;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2013;10;304.38;302.39
6.3742;116.3431;Pacific;Sunda Shelf south-east Asia;232.26;Sheltered;0.1595;53.89;2017;10;305.32;302.21
6.3742;116.3431;Pacific;Sunda Shelf south-east Asia;232.26;Sheltered;0.1595;53.89;2017;10;305.32;302.21
4.5278;73.4222;Indian;Maldive Islands;2329.91;Sheltered;0.0707;42.35;2014;10;302.04;301.81
4.5278;73.4222;Indian;Maldive Islands;2329.91;Sheltered;0.0707;42.35;2014;10;302.04;301.81
3.6546;72.8214;Indian;Maldive Islands;193.13;Sheltered;0.0762;42.47;2016;10;302.13;301.86
3.6546;72.8214;Indian;Maldive Islands;193.13;Sheltered;0.0762;42.47;2016;10;302.13;301.86
13.9716;120.6017;Pacific;North Philippines;228.79;Sometimes;0.0572;52.67;2019;10;303.06;301.32
13.9716;120.6017;Pacific;North Philippines;228.79;Sometimes;0.0572;52.67;2019;10;303.06;301.32
-10.2026;166.2965;Pacific;Vanuatu;347.28;Sheltered;0.0427;43.92;2013;10;300.29;301.8
-10.2026;166.2965;Pacific;Vanuatu;347.28;Sheltered;0.0427;43.92;2013;10;300.29;301.8
10.0898;99.8423;Pacific;Gulf of Thailand;324.89;Sheltered;0.0584;50.27;2014;10;302.75;302
10.0898;99.8423;Pacific;Gulf of Thailand;324.89;Sheltered;0.0584;50.27;2014;10;302.75;302
25.1429;-80.2582;Atlantic;Bahamas and Florida Keys;9695.42;Exposed;0.0577;57.05;2017;10;301.83;299.88
25.1429;-80.2582;Atlantic;Bahamas and Florida Keys;9695.42;Exposed;0.0577;57.05;2017;10;301.83;299.88
25.0595;-80.3288;Atlantic;Bahamas and Florida Keys;8838;Exposed;0.0551;57.79;2012;10;301.39;299.86
25.3063;-80.2023;Atlantic;Bahamas and Florida Keys;6129;Exposed;0.1093;55.99;2010;10;302.76;299.69
-18.4135;178.0646;Pacific;Fiji;2341.41;Sheltered;0.0481;56.96;2018;10;297.66;299.88
-18.4135;178.0646;Pacific;Fiji;2341.41;Sheltered;0.0481;56.96;2018;10;297.66;299.88
-16.7659;179.9645;Pacific;Fiji;3926.77;Sheltered;0.0472;46.25;2014;10;302.41;300.39
-16.7659;179.9645;Pacific;Fiji;3926.77;Sheltered;0.0472;46.25;2014;10;302.41;300.39
2.5244;103.9735;Pacific;Sunda Shelf south-east Asia;62.02;Sheltered;0.0906;49.29;2019;10;301.17;301.76
2.5244;103.9735;Pacific;Sunda Shelf south-east Asia;62.02;Sheltered;0.0906;49.29;2019;10;301.17;301.76
13.9711;120.6128;Pacific;North Philippines;182.85;Sheltered;0.0572;52.67;2019;10;302.77;301.31
13.9711;120.6128;Pacific;North Philippines;182.85;Sheltered;0.0572;52.67;2019;10;302.77;301.31
24.6531;-81.0220;Atlantic;Bahamas and Florida Keys;7018;Exposed;0.0644;62.59;2016;10.14;302.75;299.85
26.0645;-80.0857;Atlantic;Bahamas and Florida Keys;2533;Exposed;0.0473;56.97;2014;10.14;302.82;299.73
24.6214;-82.8932;Atlantic;Bahamas and Florida Keys;2047;Sheltered;0.0683;71.57;2016;10.18;303.53;299.33
-3.0907;135.5634;Pacific;Cenderawasih Bay Papua;174.1;Sheltered;0.0692;50.97;2010;10.25;303.76;303.19
-3.0907;135.5634;Pacific;Cenderawasih Bay Papua;174.1;Sheltered;0.0692;50.97;2010;10.25;303.76;303.19
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2016;10.25;300.56;301.02
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2016;10.25;300.56;301.02
6.4833;117.8932;Pacific;Sulu Sea;3615.58;Sometimes;0.0757;54.44;2016;10.25;301.82;302.3
6.4833;117.8932;Pacific;Sulu Sea;3615.58;Sometimes;0.0757;54.44;2016;10.25;301.82;302.3
10.9897;119.2969;Pacific;Sulu Sea;240.11;Sheltered;0.0671;51.73;2013;10.25;303.56;301.72
10.9897;119.2969;Pacific;Sulu Sea;240.11;Sheltered;0.0671;51.73;2013;10.25;303.56;301.72
24.5218;-81.5839;Atlantic;Bahamas and Florida Keys;7378;Exposed;0.0971;58.42;2012;10.26;304.57;299.81
24.5469;-81.4289;Atlantic;Bahamas and Florida Keys;7994;Exposed;0.1420;58.42;2016;10.26;303.21;299.82
24.7267;-82.8103;Atlantic;Bahamas and Florida Keys;12206;Exposed;0.063;47.43;2012;10.26;302.77;299.27
25.3478;-80.1564;Atlantic;Bahamas and Florida Keys;8257;Exposed;0.0818;57.28;2012;10.26;301.89;299.84
25.8420;-80.0890;Atlantic;Bahamas and Florida Keys;3000;Exposed;0.0684;33.22;2010;10.26;303.05;299.7
26.0815;-80.0978;Atlantic;Bahamas and Florida Keys;1171;Exposed;0.0473;56.97;2015;10.26;302.62;299.72
26.0894;-80.0990;Atlantic;Bahamas and Florida Keys;860;Exposed;0.053;63.75;2010;10.26;297.35;299.72
26.6511;-80.0208;Atlantic;Bahamas and Florida Keys;1595;Exposed;0.0523;68.40;2010;10.26;303.8;299.68
24.5736;-82.9266;Atlantic;Bahamas and Florida Keys;6099;Exposed;0.0571;58.69;2012;10.3;302.27;299.48
25.7372;-80.0958;Atlantic;Bahamas and Florida Keys;4886;Exposed;0.0584;52.58;2010;10.3;303.07;299.83
24.5185;-81.5280;Atlantic;Bahamas and Florida Keys;10075;Exposed;0.0794;58.42;2010;10.37;304.19;299.84
25.1094;-80.3385;Atlantic;Bahamas and Florida Keys;4509;Sheltered;0.1629;58.32;2011;10.37;304.2;299.74
26.0713;-80.0912;Atlantic;Bahamas and Florida Keys;1918;Exposed;0.0473;56.97;2010;10.42;297.37;299.73
24.5164;-81.6046;Atlantic;Bahamas and Florida Keys;7309;Exposed;0.0971;58.42;2011;10.45;303.91;299.81
25.1314;-80.2725;Atlantic;Bahamas and Florida Keys;8831;Exposed;0.0577;57.05;2011;10.47;303.97;299.88
24.7574;-80.7715;Atlantic;Bahamas and Florida Keys;6470;Exposed;0.1528;59.52;2011;10.48;303.27;299.87
25.5310;-80.1153;Atlantic;Bahamas and Florida Keys;5548;Exposed;0.0502;57.93;2010;10.48;304.83;299.94
24.6253;-81.1116;Atlantic;Bahamas and Florida Keys;6987;Exposed;0.1387;62.59;2016;10.49;296.92;299.83
25.0139;34.9268;Red Sea;North and central Red Sea;81.49;Exposed;0.0395;47.59;2012;10.5;302.72;298.58
25.0139;34.9268;Red Sea;North and central Red Sea;81.49;Exposed;0.0395;47.59;2012;10.5;302.72;298.58
1.7747;125.0486;Pacific;Celebes Sea;496.65;Sometimes;0.0613;54.86;2016;10.5;302.98;301.82
1.7747;125.0486;Pacific;Celebes Sea;496.65;Sometimes;0.0613;54.86;2016;10.5;302.98;301.82
7.1005;117.0295;Pacific;Sulu Sea;1564.61;Sheltered;0.0692;54.04;2017;10.5;302.86;302.07
7.1005;117.0295;Pacific;Sulu Sea;1564.61;Sheltered;0.0692;54.04;2017;10.5;302.86;302.07
24.6492;-81.0306;Atlantic;Bahamas and Florida Keys;6453;Exposed;0.0644;62.59;2011;10.53;303.09;299.85
24.6696;-82.9091;Atlantic;Bahamas and Florida Keys;3849;Exposed;0.0738;47.43;2012;10.53;302.79;299.33
24.4489;-81.9496;Atlantic;Bahamas and Florida Keys;8124;Exposed;0.0586;56.58;2010;10.56;303.89;299.78
25.4560;-80.1714;Atlantic;Bahamas and Florida Keys;5502;Sheltered;0.1805;48.90;2010;10.59;304.36;299.65
24.4546;-81.8593;Atlantic;Bahamas and Florida Keys;9579;Exposed;0.0532;56.58;2016;10.61;303.48;299.77
26.0966;-80.0870;Atlantic;Bahamas and Florida Keys;1760;Exposed;0.053;63.75;2013;10.61;301.51;299.72
25.4791;-80.1274;Atlantic;Bahamas and Florida Keys;5027;Exposed;0.1491;58.01;2012;10.67;302.94;299.8
24.6274;-82.8108;Atlantic;Bahamas and Florida Keys;5307;Exposed;0.0722;71.57;2012;10.7;301.89;299.31
25.0139;34.9268;Red Sea;North and central Red Sea;81.49;Exposed;0.0395;47.59;2012;10.75;302.72;298.58
25.0139;34.9268;Red Sea;North and central Red Sea;81.49;Exposed;0.0395;47.59;2012;10.75;302.72;298.58
12.4849;-61.4956;Atlantic;Hispaniola Puerto Rico and Lesser Antilles;124.74;Sheltered;0.0674;54.60;2016;10.75;301.33;300.43
12.4849;-61.4956;Atlantic;Hispaniola Puerto Rico and Lesser Antilles;124.74;Sheltered;0.0674;54.60;2016;10.75;301.33;300.43
18.44;-77.1603;Atlantic;Jamaica;990.4;Exposed;0.0289;59.12;2013;10.75;302.89;301.03
18.44;-77.1603;Atlantic;Jamaica;990.4;Exposed;0.0289;59.12;2013;10.75;302.89;301.03
24.7228;-82.8038;Atlantic;Bahamas and Florida Keys;12128;Exposed;0.063;47.43;2016;10.78;303.22;299.27
20.3845;-87.3132;Atlantic;Belize and west Caribbean;869.61;Sometimes;0.0290;59.85;2012;10.84;300.33;300.80
20.3845;-87.3132;Atlantic;Belize and west Caribbean;869.61;Sometimes;0.0290;59.85;2012;10.84;300.33;300.80
25.1026;-80.3436;Atlantic;Bahamas and Florida Keys;4558;Sheltered;0.1629;58.32;2016;10.87;303.22;299.74
24.5616;-81.4079;Atlantic;Bahamas and Florida Keys;6734;Exposed;0.1210;57.81;2011;10.91;302.02;299.82
18.44;-77.1603;Atlantic;Jamaica;990.4;Exposed;0.0289;59.12;2016;11;300.58;301.03
18.44;-77.1603;Atlantic;Jamaica;990.4;Exposed;0.0289;59.12;2016;11;300.58;301.03
6.5134;117.9056;Pacific;Sulu Sea;1435.1;Sometimes;0.0770;54.44;2010;11;303.25;302.22
6.5134;117.9056;Pacific;Sulu Sea;1435.1;Sometimes;0.0770;54.44;2010;11;303.25;302.22
11.9635;120.1780;Pacific;Sulu Sea;185.64;Sheltered;0.0571;52.85;2014;11;301.51;302.02
11.9635;120.1780;Pacific;Sulu Sea;185.64;Sheltered;0.0571;52.85;2014;11;301.51;302.02
24.7129;-80.9465;Atlantic;Bahamas and Florida Keys;4364;Sheltered;0.1799;61.18;2011;11.06;303.52;299.79
24.4816;-81.9584;Atlantic;Bahamas and Florida Keys;4414;Sheltered;0.1055;56.58;2011;11.11;303.38;299.73
24.4978;-81.7333;Atlantic;Bahamas and Florida Keys;6344;Sheltered;0.0727;53.15;2016;11.11;303.32;299.75
24.5243;-81.5224;Atlantic;Bahamas and Florida Keys;9704;Exposed;0.0794;58.42;2015;11.11;304.79;299.84
24.5659;-81.6573;Atlantic;Bahamas and Florida Keys;8455;Sheltered;0.1533;58.42;2012;11.11;304.67;299.61
24.6217;-81.1564;Atlantic;Bahamas and Florida Keys;8852;Exposed;0.0595;62.59;2016;11.11;303.24;299.82
24.6273;-82.8538;Atlantic;Bahamas and Florida Keys;962;Exposed;0.0847;71.57;2016;11.11;303.65;299.31
24.6324;-81.0904;Atlantic;Bahamas and Florida Keys;6397;Exposed;0.1387;62.59;2016;11.11;303.88;299.83
24.7195;-80.8408;Atlantic;Bahamas and Florida Keys;8635;Exposed;0.1240;61.18;2012;11.11;303.1;299.85
24.7250;-82.8063;Atlantic;Bahamas and Florida Keys;12220;Exposed;0.063;47.43;2012;11.11;302.77;299.27
25.3173;-80.1559;Atlantic;Bahamas and Florida Keys;9162;Exposed;0.0482;56.89;2012;11.11;301.67;299.91
26.0027;-80.1128;Atlantic;Bahamas and Florida Keys;289;Exposed;0.046;56.97;2011;11.11;303.09;299.71
26.0625;-80.0540;Atlantic;Bahamas and Florida Keys;5716;Exposed;0.0462;56.97;2014;11.11;303.13;299.81
26.0641;-80.0932;Atlantic;Bahamas and Florida Keys;1789;Exposed;0.0473;56.97;2013;11.11;301.68;299.73
26.1490;-80.0966;Atlantic;Bahamas and Florida Keys;409;Exposed;0.043;63.75;2010;11.11;297.36;299.79
26.1586;-80.0774;Atlantic;Bahamas and Florida Keys;2172;Exposed;0.043;63.75;2015;11.11;302.78;299.79
26.1598;-80.0825;Atlantic;Bahamas and Florida Keys;1653;Exposed;0.043;63.75;2010;11.11;302.06;299.79
26.1891;-80.0868;Atlantic;Bahamas and Florida Keys;776;Exposed;0.043;54.65;2016;11.11;301.2;299.78
26.7363;-80.0188;Atlantic;Bahamas and Florida Keys;1599;Exposed;0.0461;88.08;2013;11.11;301.67;299.7
26.7565;-80.0141;Atlantic;Bahamas and Florida Keys;2207;Exposed;0.049;57.84;2011;11.11;302.89;299.69
17.8051;-77.0046;Atlantic;Jamaica;1132.56;Exposed;0.1240;60.31;2016;11.11;302.33;301.17
17.8051;-77.0046;Atlantic;Jamaica;1132.56;Exposed;0.1240;60.31;2016;11.11;302.33;301.17
20.4178;-87.2944;Atlantic;Belize and west Caribbean;241.43;Sometimes;0.029;81.30;2012;11.17;300.81;300.78
20.4178;-87.2944;Atlantic;Belize and west Caribbean;241.43;Sometimes;0.029;81.30;2012;11.17;300.81;300.78
24.5699;-81.3304;Atlantic;Bahamas and Florida Keys;7520;Exposed;0.0641;57.81;2011;11.22;303.6;299.85
-20.7458;149.4721;Pacific;Southern Great Barrier Reef;247.29;Exposed;0.0617;39.06;2016;11.25;301.38;298.34
-20.7458;149.4721;Pacific;Southern Great Barrier Reef;247.29;Exposed;0.0617;39.06;2016;11.25;301.38;298.34
-27.5166;153.3829;Pacific;Moreton Bay eastern Australia;77.72;Sheltered;0.2510;47.80;2017;11.25;297.32;296.1
-27.5166;153.3829;Pacific;Moreton Bay eastern Australia;77.72;Sheltered;0.2510;47.80;2017;11.25;297.32;296.1
-27.5;153.3752;Pacific;Moreton Bay eastern Australia;134.56;Sheltered;0.2787;47.80;2015;11.25;297.16;296.1
-27.5;153.3752;Pacific;Moreton Bay eastern Australia;134.56;Sheltered;0.2787;47.80;2015;11.25;297.16;296.1
-22.1310;113.8774;Indian;Ningaloo Reef and coastal north-west Australia;25.82;Exposed;0.0652;54.82;2016;11.25;300.58;298.48
-22.1310;113.8774;Indian;Ningaloo Reef and coastal north-west Australia;25.82;Exposed;0.0652;54.82;2016;11.25;300.58;298.48
-3.8746;-33.8096;Atlantic;Brazil;148105.69;Sheltered;0.0353;49.07;2010;11.25;299.83;300.3
-3.8746;-33.8096;Atlantic;Brazil;148105.69;Sheltered;0.0353;49.07;2010;11.25;299.83;300.3
22.5365;114.2675;Pacific;Hong Kong;38.94;Sheltered;0.3318;55.21;2011;11.25;300.63;297.26
22.5365;114.2675;Pacific;Hong Kong;38.94;Sheltered;0.3318;55.21;2011;11.25;300.63;297.26
8.7159;-83.8695;Pacific;Costa Rica and Panama Pacific coast;124.45;Exposed;0.064;50.02;2010;11.25;302.83;301.58
8.7159;-83.8695;Pacific;Costa Rica and Panama Pacific coast;124.45;Exposed;0.064;50.02;2010;11.25;302.83;301.58
17.8016;-71.3046;Atlantic;Hispaniola Puerto Rico and Lesser Antilles;1836.53;Exposed;0.0309;57.67;2011;11.25;300.93;300.67
17.8016;-71.3046;Atlantic;Hispaniola Puerto Rico and Lesser Antilles;1836.53;Exposed;0.0309;57.67;2011;11.25;300.93;300.67
18.5053;-73.3408;Atlantic;Hispaniola Puerto Rico and Lesser Antilles;131.97;Exposed;0.0308;48.36;2016;11.25;301.61;301.89
18.5053;-73.3408;Atlantic;Hispaniola Puerto Rico and Lesser Antilles;131.97;Exposed;0.0308;48.36;2016;11.25;301.61;301.89
-8.3439;116.0262;Pacific;Lesser Sunda Islands and Savu Sea;264.23;Exposed;0.0442;47.39;2017;11.25;302.51;301.62
-8.3439;116.0262;Pacific;Lesser Sunda Islands and Savu Sea;264.23;Exposed;0.0442;47.39;2017;11.25;302.51;301.62
-8.3487;116.0858;Pacific;Lesser Sunda Islands and Savu Sea;144.8;Sheltered;0.0372;47.39;2015;11.25;302.25;301.71
-8.3487;116.0858;Pacific;Lesser Sunda Islands and Savu Sea;144.8;Sheltered;0.0372;47.39;2015;11.25;302.25;301.71
-8.3448;116.0247;Pacific;Lesser Sunda Islands and Savu Sea;411.18;Exposed;0.0442;47.39;2016;11.25;302.07;301.62
-8.3448;116.0247;Pacific;Lesser Sunda Islands and Savu Sea;411.18;Exposed;0.0442;47.39;2016;11.25;302.07;301.62
18.3419;-78.3557;Atlantic;Jamaica;906.61;Exposed;0.0271;60.35;2010;11.25;301.18;301.37
18.3419;-78.3557;Atlantic;Jamaica;906.61;Exposed;0.0271;60.35;2010;11.25;301.18;301.37
18.4978;-77.9328;Atlantic;Jamaica;788.53;Exposed;0.0343;58.72;2016;11.25;302.77;301.16
18.4978;-77.9328;Atlantic;Jamaica;788.53;Exposed;0.0343;58.72;2016;11.25;302.77;301.16
10.0898;99.8423;Pacific;Gulf of Thailand;324.89;Sheltered;0.0584;50.27;2014;11.25;302.75;302
10.0898;99.8423;Pacific;Gulf of Thailand;324.89;Sheltered;0.0584;50.27;2014;11.25;302.75;302
10.1222;99.8350;Pacific;Gulf of Thailand;109.09;Sheltered;0.0568;50.27;2010;11.25;305;302
10.1222;99.8350;Pacific;Gulf of Thailand;109.09;Sheltered;0.0568;50.27;2010;11.25;305;302
26.3276;-80.0595;Atlantic;Bahamas and Florida Keys;1332.61;Exposed;0.0439;52.57;2011;11.25;303.23;299.71
26.3276;-80.0595;Atlantic;Bahamas and Florida Keys;1332.61;Exposed;0.0439;52.57;2011;11.25;303.23;299.71
13.9752;120.6156;Pacific;North Philippines;681.69;Exposed;0.0572;52.67;2019;11.25;302.77;301.31
13.9752;120.6156;Pacific;North Philippines;681.69;Exposed;0.0572;52.67;2019;11.25;302.77;301.31
-14.2472;125.6003;Indian;Kimberley Coast north-west Australia;519.1;Sheltered;0.1110;37.34;2016;11.29;303.45;301.87
24.6654;-81.0722;Atlantic;Bahamas and Florida Keys;2765;Sheltered;0.0889;62.59;2011;11.37;304.16;299.75
25.1102;-80.3400;Atlantic;Bahamas and Florida Keys;4339;Sheltered;0.1629;58.32;2010;11.4;296.67;299.74
24.6238;-81.1176;Atlantic;Bahamas and Florida Keys;7203;Exposed;0.0506;62.59;2011;11.48;303.92;299.82
25.4547;-80.1725;Atlantic;Bahamas and Florida Keys;1727;Sheltered;0.1805;48.90;2011;11.49;304.25;299.65
25.5498;-80.1009;Atlantic;Bahamas and Florida Keys;7112;Exposed;0.1536;57.93;2012;11.49;300.78;299.84
6.5621;117.9202;Pacific;Sulu Sea;5925.24;Sometimes;0.057;54.44;2017;11.5;303.22;302.21
6.5621;117.9202;Pacific;Sulu Sea;5925.24;Sometimes;0.057;54.44;2017;11.5;303.22;302.21
4.2656;73.0026;Indian;Maldive Islands;207.46;Sheltered;0.0631;42.42;2016;11.5;302.42;301.86
4.2656;73.0026;Indian;Maldive Islands;207.46;Sheltered;0.0631;42.42;2016;11.5;302.42;301.86
25.0306;-80.4268;Atlantic;Bahamas and Florida Keys;3054;Sheltered;0.1711;60.51;2013;11.51;301.88;299.78
24.578;-81.5911;Atlantic;Bahamas and Florida Keys;1358;Sheltered;0.1584;58.42;2015;11.59;304.18;299.52
24.5649;-81.3942;Atlantic;Bahamas and Florida Keys;6241;Exposed;0.1210;57.81;2011;11.63;303.87;299.82
24.5634;-81.6626;Atlantic;Bahamas and Florida Keys;824;Sheltered;0.1533;58.42;2011;11.67;303.76;299.61
24.6114;-82.9030;Atlantic;Bahamas and Florida Keys;2851;Sheltered;0.0683;71.57;2016;11.67;303.45;299.38
24.4718;-81.7252;Atlantic;Bahamas and Florida Keys;9340;Exposed;0.0727;53.15;2011;11.71;305.25;299.8
24.5678;-81.6508;Atlantic;Bahamas and Florida Keys;970;Sheltered;0.1533;58.42;2012;11.71;305.26;299.7
-22.1321;113.8763;Indian;Ningaloo Reef and coastal north-west Australia;73.96;Sheltered;0.0652;54.82;2016;11.73;299.01;298.48
24.5083;-81.7083;Atlantic;Bahamas and Florida Keys;5307;Sheltered;0.1382;56.21;2016;11.74;303.32;299.75
24.6621;-82.9279;Atlantic;Bahamas and Florida Keys;3099;Exposed;0.071;51.47;2012;11.74;302.88;299.33
-19.8178;149.0658;Pacific;Central and northern Great Barrier Reef;29008.14;Sheltered;0.0813;48.10;2017;11.75;296.51;298.72
-19.8178;149.0658;Pacific;Central and northern Great Barrier Reef;29008.14;Sheltered;0.0813;48.10;2017;11.75;296.51;298.72
-4.525;129.7853;Pacific;Banda Sea and Molucca Islands;125.08;Sheltered;0.0488;47.56;2016;11.75;302.86;301.42
-4.525;129.7853;Pacific;Banda Sea and Molucca Islands;125.08;Sheltered;0.0488;47.56;2016;11.75;302.86;301.42
6.5139;117.9243;Pacific;Sulu Sea;905.67;Sometimes;0.0612;54.44;2017;11.75;303.04;302.22
6.5139;117.9243;Pacific;Sulu Sea;905.67;Sometimes;0.0612;54.44;2017;11.75;303.04;302.22
24.8456;-80.6208;Atlantic;Bahamas and Florida Keys;6325;Exposed;0.0794;60.12;2010;11.9;304.06;299.86
24.6635;-82.8756;Atlantic;Bahamas and Florida Keys;5212;Sheltered;0.082;71.57;2016;11.92;303.54;299.3
24.5877;-82.9525;Atlantic;Bahamas and Florida Keys;5326;Exposed;0.0709;51.47;2012;11.97;303.2;299.43
4.0558;72.9564;Indian;Maldive Islands;1894.03;Exposed;0.0751;42.44;2016;12;301.8;301.83
4.0558;72.9564;Indian;Maldive Islands;1894.03;Exposed;0.0751;42.44;2016;12;301.8;301.83
24.6868;-80.9619;Atlantic;Bahamas and Florida Keys;5999;Exposed;0.1358;61.18;2011;12;302.98;299.83
25.9156;-80.1029;Atlantic;Bahamas and Florida Keys;1836;Exposed;0.0487;33.22;2016;12;302.35;299.74
24.5179;-82.0033;Atlantic;Bahamas and Florida Keys;1102;Sheltered;0.1677;57.06;2015;12.04;304.2;299.61
25.8354;-80.0889;Atlantic;Bahamas and Florida Keys;3047;Exposed;0.0684;33.22;2013;12.04;301.1;299.7
27.1317;-80.1340;Atlantic;Bahamas and Florida Keys;1049;Exposed;0.1064;57.69;2010;12.04;302.97;298.86
24.5822;-82.9272;Atlantic;Bahamas and Florida Keys;5154;Exposed;0.0571;58.69;2016;12.05;303.52;299.39
24.6059;-82.9343;Atlantic;Bahamas and Florida Keys;2664;Exposed;0.0709;51.47;2016;12.05;303.63;299.39
24.7180;-80.9361;Atlantic;Bahamas and Florida Keys;4554;Sheltered;0.1799;61.18;2010;12.06;305.27;299.79
25.216;-80.2860;Atlantic;Bahamas and Florida Keys;4128;Sheltered;0.1769;56.55;2010;12.07;295.88;299.61
