Latitude_Degrees;Longitude_Degrees;Ocean_Name;Ecoregion_Name;Distance_to_Shore;Exposure;Turbidity;Cyclone_Frequency;Date_Year;Percent_Bleaching;Temperature_Kelvin;Temperature_Mean
-4.5114;129.8711;Pacific;Banda Sea and Molucca Islands;71.08;Sheltered;0.0374;47.04;2018;0;302.29;301.35
-4.5114;129.8711;Pacific;Banda Sea and Molucca Islands;71.08;Sheltered;0.0374;47.04;2018;0;302.29;301.35
25.8688;55.0158;Arabian Gulf;Persian Gulf;243.42;Sheltered;0.2669;46.21;2016;0;299.28;300.73
25.8688;55.0158;Arabian Gulf;Persian Gulf;243.42;Sheltered;0.2669;46.21;2016;0;299.28;300.73
25.8906;55.0188;Arabian Gulf;Persian Gulf;612.23;Exposed;0.3431;46.21;2016;0;298.4;300.68
25.8906;55.0188;Arabian Gulf;Persian Gulf;612.23;Exposed;0.3431;46.21;2016;0;298.4;300.68
25.8931;55.0259;Arabian Gulf;Persian Gulf;247.96;Exposed;0.3431;46.21;2016;0;298.4;300.68
25.8931;55.0259;Arabian Gulf;Persian Gulf;247.96;Exposed;0.3431;46.21;2016;0;298.4;300.68
25.8935;54.5277;Arabian Gulf;Persian Gulf;576.56;Sometimes;0.1616;46.21;2017;0;295.23;300.81
25.8935;54.5277;Arabian Gulf;Persian Gulf;576.56;Sometimes;0.1616;46.21;2017;0;295.23;300.81
25.9005;54.5535;Arabian Gulf;Persian Gulf;145.92;Sometimes;0.1902;46.21;2017;0;295.25;300.83
25.9005;54.5535;Arabian Gulf;Persian Gulf;145.92;Sometimes;0.1902;46.21;2017;0;295.25;300.83
25.9039;54.4930;Arabian Gulf;Persian Gulf;207.14;Sometimes;0.1749;46.21;2017;0;295.26;300.82
25.9039;54.4930;Arabian Gulf;Persian Gulf;207.14;Sometimes;0.1749;46.21;2017;0;295.26;300.82
26.2656;55.2858;Arabian Gulf;Persian Gulf;235.31;Sometimes;0.2861;46.28;2017;0;294.92;300.42
26.2656;55.2858;Arabian Gulf;Persian Gulf;235.31;Sometimes;0.2861;46.28;2017;0;294.92;300.42
26.6606;55.9129;Arabian Gulf;Persian Gulf;118.07;Sheltered;0.2625;46.33;2012;0;299.26;300.21
26.6606;55.9129;Arabian Gulf;Persian Gulf;118.07;Sheltered;0.2625;46.33;2012;0;299.26;300.21
17.8323;-76.9222;Atlantic;Jamaica;1928.43;Exposed;0.0516;60.31;2016;0;303.15;301.12
17.8323;-76.9222;Atlantic;Jamaica;1928.43;Exposed;0.0516;60.31;2016;0;303.15;301.12
17.8323;-76.9222;Atlantic;Jamaica;1928.43;Exposed;0.0516;60.31;2012;0;300.82;301.12
17.8323;-76.9222;Atlantic;Jamaica;1928.43;Exposed;0.0516;60.31;2012;0;300.82;301.12
17.8323;-76.9222;Atlantic;Jamaica;1928.43;Exposed;0.0516;60.31;2011;0;301.22;301.12
17.8323;-76.9222;Atlantic;Jamaica;1928.43;Exposed;0.0516;60.31;2011;0;301.22;301.12
17.9019;-76.8459;Atlantic;Jamaica;34300.42;Sheltered;0.0834;64.44;2012;0;301;301.1
17.9019;-76.8459;Atlantic;Jamaica;34300.42;Sheltered;0.0834;64.44;2012;0;301;301.1
17.9019;-76.8459;Atlantic;Jamaica;34300.42;Sheltered;0.0834;64.44;2017;0;302.85;301.1
17.9019;-76.8459;Atlantic;Jamaica;34300.42;Sheltered;0.0834;64.44;2017;0;302.85;301.1
18.0999;-77.9861;Atlantic;Jamaica;752.15;Exposed;0.0314;59.73;2015;0;301.47;301.35
18.0999;-77.9861;Atlantic;Jamaica;752.15;Exposed;0.0314;59.73;2015;0;301.47;301.35
18.0999;-77.9861;Atlantic;Jamaica;752.15;Exposed;0.0314;59.73;2017;0;301.23;301.35
18.0999;-77.9861;Atlantic;Jamaica;752.15;Exposed;0.0314;59.73;2017;0;301.23;301.35
18.0999;-77.9861;Atlantic;Jamaica;752.15;Exposed;0.0314;59.73;2016;0;301.81;301.35
18.0999;-77.9861;Atlantic;Jamaica;752.15;Exposed;0.0314;59.73;2016;0;301.81;301.35
18.1365;-78.0382;Atlantic;Jamaica;1329.59;Exposed;0.0348;62.66;2015;0;301.16;301.41
18.1365;-78.0382;Atlantic;Jamaica;1329.59;Exposed;0.0348;62.66;2015;0;301.16;301.41
18.1365;-78.0382;Atlantic;Jamaica;1329.59;Exposed;0.0348;62.66;2016;0;302.29;301.41
18.1365;-78.0382;Atlantic;Jamaica;1329.59;Exposed;0.0348;62.66;2016;0;302.29;301.41
18.2095;-78.2596;Atlantic;Jamaica;72.78;Exposed;0.0515;60.72;2011;0;303.08;301.43
18.2095;-78.2596;Atlantic;Jamaica;72.78;Exposed;0.0515;60.72;2011;0;303.08;301.43
18.2095;-78.2596;Atlantic;Jamaica;72.78;Exposed;0.0515;60.72;2017;0;302.54;301.43
18.2095;-78.2596;Atlantic;Jamaica;72.78;Exposed;0.0515;60.72;2017;0;302.54;301.43
18.2095;-78.2596;Atlantic;Jamaica;72.78;Exposed;0.0515;60.72;2011;0;303.08;301.43
18.2095;-78.2596;Atlantic;Jamaica;72.78;Exposed;0.0515;60.72;2011;0;303.08;301.43
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2016;0;303.08;301.4
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2016;0;303.08;301.4
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2013;0;303.32;301.4
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2013;0;303.32;301.4
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2015;0;302.01;301.4
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2015;0;302.01;301.4
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2017;0;301.6;301.4
18.2618;-78.3663;Atlantic;Jamaica;21.08;Exposed;0.0301;62.35;2017;0;301.6;301.4
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2016;0;303.06;301.37
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2016;0;303.06;301.37
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2013;0;303.51;301.37
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2013;0;303.51;301.37
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2017;0;301.64;301.37
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2017;0;301.64;301.37
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2015;0;301.47;301.37
18.3422;-78.3556;Atlantic;Jamaica;896.12;Exposed;0.0271;60.35;2015;0;301.47;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2011;0;303.45;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2011;0;303.45;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2016;0;303.06;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2016;0;303.06;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2017;0;301.64;301.37
18.3609;-78.3433;Atlantic;Jamaica;119.06;Exposed;0.0271;60.35;2017;0;301.64;301.37
18.4094;-77.0897;Atlantic;Jamaica;224.48;Exposed;0.027;59.56;2017;0;301.35;301.03
18.4094;-77.0897;Atlantic;Jamaica;224.48;Exposed;0.027;59.56;2017;0;301.35;301.03
18.4098;-76.9788;Atlantic;Jamaica;442.43;Exposed;0.0273;59.56;2017;0;301.85;301.08
18.4098;-76.9788;Atlantic;Jamaica;442.43;Exposed;0.0273;59.56;2017;0;301.85;301.08
18.4098;-76.9788;Atlantic;Jamaica;442.43;Exposed;0.0273;59.56;2016;0;302.55;301.08
18.4098;-76.9788;Atlantic;Jamaica;442.43;Exposed;0.0273;59.56;2016;0;302.55;301.08
18.4098;-76.9788;Atlantic;Jamaica;442.43;Exposed;0.0273;59.56;2015;0;301.86;301.08
18.4098;-76.9788;Atlantic;Jamaica;442.43;Exposed;0.0273;59.56;2015;0;301.86;301.08
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2013;0;302.4;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2013;0;302.4;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2014;0;301.97;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2014;0;301.97;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2017;0;301.84;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2017;0;301.84;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2015;0;301.95;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2015;0;301.95;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2016;0;302.78;301.10
18.4108;-76.9485;Atlantic;Jamaica;82.1;Exposed;0.0274;59.56;2016;0;302.78;301.10
18.4119;-76.9917;Atlantic;Jamaica;229.68;Exposed;0.0269;59.56;2015;0;301.26;301.07
18.4119;-76.9917;Atlantic;Jamaica;229.68;Exposed;0.0269;59.56;2015;0;301.26;301.07
18.4119;-76.9917;Atlantic;Jamaica;229.68;Exposed;0.0269;59.56;2016;0;302.15;301.07
18.4119;-76.9917;Atlantic;Jamaica;229.68;Exposed;0.0269;59.56;2016;0;302.15;301.07
18.4119;-76.9917;Atlantic;Jamaica;229.68;Exposed;0.0269;59.56;2017;0;301.52;301.07
18.4119;-76.9917;Atlantic;Jamaica;229.68;Exposed;0.0269;59.56;2017;0;301.52;301.07
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2016;0;301.69;301.10
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2016;0;301.69;301.10
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2017;0;301.84;301.10
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2017;0;301.84;301.10
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2014;0;301.97;301.10
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2014;0;301.97;301.10
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2015;0;301.95;301.10
18.4124;-76.9454;Atlantic;Jamaica;107.83;Exposed;0.0278;59.56;2015;0;301.95;301.10
18.4131;-76.9440;Atlantic;Jamaica;194.16;Exposed;0.0277;59.56;2015;0;302.04;301.1
18.4131;-76.9440;Atlantic;Jamaica;194.16;Exposed;0.0277;59.56;2015;0;302.04;301.1
18.4131;-76.9440;Atlantic;Jamaica;194.16;Exposed;0.0277;59.56;2016;0;301.54;301.1
18.4131;-76.9440;Atlantic;Jamaica;194.16;Exposed;0.0277;59.56;2016;0;301.54;301.1
18.4131;-76.9440;Atlantic;Jamaica;194.16;Exposed;0.0277;59.56;2017;0;301.83;301.1
18.4131;-76.9440;Atlantic;Jamaica;194.16;Exposed;0.0277;59.56;2017;0;301.83;301.1
18.4151;-77.1241;Atlantic;Jamaica;137.14;Exposed;0.0276;59.56;2012;0;301.61;301.02
18.4151;-77.1241;Atlantic;Jamaica;137.14;Exposed;0.0276;59.56;2012;0;301.61;301.02
18.4151;-77.1241;Atlantic;Jamaica;137.14;Exposed;0.0276;59.56;2015;0;301.25;301.02
18.4151;-77.1241;Atlantic;Jamaica;137.14;Exposed;0.0276;59.56;2015;0;301.25;301.02
18.4151;-77.1241;Atlantic;Jamaica;137.14;Exposed;0.0276;59.56;2017;0;301.02;301.02
18.4151;-77.1241;Atlantic;Jamaica;137.14;Exposed;0.0276;59.56;2017;0;301.02;301.02
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2012;0;301.39;301.02
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2012;0;301.39;301.02
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2013;0;302.79;301.02
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2013;0;302.79;301.02
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2017;0;301.02;301.02
18.4166;-77.079;Atlantic;Jamaica;272.32;Exposed;0.0269;59.56;2017;0;301.02;301.02
18.4191;-77.0699;Atlantic;Jamaica;51.06;Exposed;0.0272;59.12;2017;0;302.01;301.05
18.4191;-77.0699;Atlantic;Jamaica;51.06;Exposed;0.0272;59.12;2017;0;302.01;301.05
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2017;0;302.07;301.13
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2017;0;302.07;301.13
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2016;0;302.15;301.13
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2016;0;302.15;301.13
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2015;0;301.46;301.13
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2015;0;301.46;301.13
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2013;0;301.62;301.13
18.4529;-77.9675;Atlantic;Jamaica;213.45;Exposed;0.0333;58.72;2013;0;301.62;301.13
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2012;0;302.54;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2012;0;302.54;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2017;0;301.88;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2017;0;301.88;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2016;0;301.71;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2016;0;301.71;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2015;0;301.71;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2015;0;301.71;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2014;0;302.16;301.07
18.4636;-77.3573;Atlantic;Jamaica;290.47;Exposed;0.0291;64.80;2014;0;302.16;301.07
18.4668;-78.0153;Atlantic;Jamaica;741.89;Exposed;0.0324;62.04;2016;0;302.25;301.14
18.4668;-78.0153;Atlantic;Jamaica;741.89;Exposed;0.0324;62.04;2016;0;302.25;301.14
18.4668;-78.0153;Atlantic;Jamaica;741.89;Exposed;0.0324;62.04;2017;0;302.03;301.14
18.4668;-78.0153;Atlantic;Jamaica;741.89;Exposed;0.0324;62.04;2017;0;302.03;301.14
18.4689;-77.3907;Atlantic;Jamaica;132.63;Exposed;0.0277;64.80;2014;0;302.35;301.07
18.4689;-77.3907;Atlantic;Jamaica;132.63;Exposed;0.0277;64.80;2014;0;302.35;301.07
18.4689;-77.3907;Atlantic;Jamaica;132.63;Exposed;0.0277;64.80;2016;0;301.85;301.07
18.4689;-77.3907;Atlantic;Jamaica;132.63;Exposed;0.0277;64.80;2016;0;301.85;301.07
18.4689;-77.3907;Atlantic;Jamaica;132.63;Exposed;0.0277;64.80;2017;0;301.58;301.07
18.4689;-77.3907;Atlantic;Jamaica;132.63;Exposed;0.0277;64.80;2017;0;301.58;301.07
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2016;0;301.96;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2016;0;301.96;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2017;0;302.17;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2017;0;302.17;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2015;0;301.45;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2015;0;301.45;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2014;0;303.13;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2014;0;303.13;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2013;0;301.36;301.12
18.4949;-77.9338;Atlantic;Jamaica;756.19;Exposed;0.0343;58.72;2013;0;301.36;301.12
18.4962;-77.6369;Atlantic;Jamaica;441.76;Exposed;0.0261;58.02;2014;0;301.66;301.13
18.4962;-77.6369;Atlantic;Jamaica;441.76;Exposed;0.0261;58.02;2014;0;301.66;301.13
18.4962;-77.6369;Atlantic;Jamaica;441.76;Exposed;0.0261;58.02;2016;0;300.04;301.13
18.4962;-77.6369;Atlantic;Jamaica;441.76;Exposed;0.0261;58.02;2016;0;300.04;301.13
18.4962;-77.6369;Atlantic;Jamaica;441.76;Exposed;0.0261;58.02;2017;0;302.32;301.13
18.4962;-77.6369;Atlantic;Jamaica;441.76;Exposed;0.0261;58.02;2017;0;302.32;301.13
18.4978;-77.9328;Atlantic;Jamaica;788.53;Exposed;0.0343;58.72;2017;0;302.89;301.16
18.4978;-77.9328;Atlantic;Jamaica;788.53;Exposed;0.0343;58.72;2017;0;302.89;301.16
18.4987;-77.6389;Atlantic;Jamaica;654.49;Exposed;0.0263;58.02;2014;0;301.66;301.13
18.4987;-77.6389;Atlantic;Jamaica;654.49;Exposed;0.0263;58.02;2014;0;301.66;301.13
18.4987;-77.6389;Atlantic;Jamaica;654.49;Exposed;0.0263;58.02;2017;0;302.32;301.13
18.4987;-77.6389;Atlantic;Jamaica;654.49;Exposed;0.0263;58.02;2017;0;302.32;301.13
18.4987;-77.6389;Atlantic;Jamaica;654.49;Exposed;0.0263;58.02;2016;0;300.04;301.13
18.4987;-77.6389;Atlantic;Jamaica;654.49;Exposed;0.0263;58.02;2016;0;300.04;301.13
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2011;0;302.43;301.21
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2011;0;302.43;301.21
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2011;0;302.43;301.21
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2011;0;302.43;301.21
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2012;0;302.76;301.21
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2012;0;302.76;301.21
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2016;0;302.14;301.21
17.7947;-77.0772;Atlantic;Jamaica;140.14;Sheltered;0.1346;60.31;2016;0;302.14;301.21
17.7999;-77.0173;Atlantic;Jamaica;143.9;Sheltered;0.1240;60.31;2011;0;301.99;301.16
17.7999;-77.0173;Atlantic;Jamaica;143.9;Sheltered;0.1240;60.31;2011;0;301.99;301.16
17.7999;-77.0173;Atlantic;Jamaica;143.9;Sheltered;0.1240;60.31;2012;0;302.61;301.16
17.7999;-77.0173;Atlantic;Jamaica;143.9;Sheltered;0.1240;60.31;2012;0;302.61;301.16
17.7999;-77.0173;Atlantic;Jamaica;143.9;Sheltered;0.1240;60.31;2016;0;302.08;301.16
17.7999;-77.0173;Atlantic;Jamaica;143.9;Sheltered;0.1240;60.31;2016;0;302.08;301.16
17.9199;-76.8199;Atlantic;Jamaica;92.24;Sheltered;0.0645;92.30;2016;0;302.11;301.06
17.9199;-76.8199;Atlantic;Jamaica;92.24;Sheltered;0.0645;92.30;2016;0;302.11;301.06
18.0909;-77.9775;Atlantic;Jamaica;399.01;Exposed;0.0314;59.73;2016;0;301.81;301.35
18.0909;-77.9775;Atlantic;Jamaica;399.01;Exposed;0.0314;59.73;2016;0;301.81;301.35
18.0909;-77.9775;Atlantic;Jamaica;399.01;Exposed;0.0314;59.73;2015;0;301.47;301.35
18.0909;-77.9775;Atlantic;Jamaica;399.01;Exposed;0.0314;59.73;2015;0;301.47;301.35
18.1219;-78.0182;Atlantic;Jamaica;124.84;Exposed;0.0352;62.66;2016;0;302.31;301.40
18.1219;-78.0182;Atlantic;Jamaica;124.84;Exposed;0.0352;62.66;2016;0;302.31;301.40
18.3004;-76.7933;Atlantic;Jamaica;204.28;Exposed;0.0299;55.68;2011;0;302.26;301.06
18.3004;-76.7933;Atlantic;Jamaica;204.28;Exposed;0.0299;55.68;2011;0;302.26;301.06
18.4120;-76.9472;Atlantic;Jamaica;84;Exposed;0.0278;59.56;2013;0;302.4;301.10
18.4120;-76.9472;Atlantic;Jamaica;84;Exposed;0.0278;59.56;2013;0;302.4;301.10
18.412;-76.9915;Atlantic;Jamaica;246.19;Exposed;0.0269;59.56;2013;0;302.29;301.07
18.412;-76.9915;Atlantic;Jamaica;246.19;Exposed;0.0269;59.56;2013;0;302.29;301.07
18.4134;-78.2702;Atlantic;Jamaica;234.86;Exposed;0.0282;60.35;2014;0;303.56;301.29
18.4134;-78.2702;Atlantic;Jamaica;234.86;Exposed;0.0282;60.35;2014;0;303.56;301.29
18.4139;-76.9423;Atlantic;Jamaica;166.4;Exposed;0.0277;59.56;2013;0;302.83;301.1
18.4139;-76.9423;Atlantic;Jamaica;166.4;Exposed;0.0277;59.56;2013;0;302.83;301.1
18.44;-77.1603;Atlantic;Jamaica;990.4;Exposed;0.0289;59.12;2014;0;302.24;301.03
18.44;-77.1603;Atlantic;Jamaica;990.4;Exposed;0.0289;59.12;2014;0;302.24;301.03
18.4582;-78.0752;Atlantic;Jamaica;765.76;Exposed;0.0303;62.04;2014;0;302.97;301.17
18.4582;-78.0752;Atlantic;Jamaica;765.76;Exposed;0.0303;62.04;2014;0;302.97;301.17
18.4664;-77.9474;Atlantic;Jamaica;246.13;Exposed;0.0343;58.72;2012;0;302.48;301.12
18.4664;-77.9474;Atlantic;Jamaica;246.13;Exposed;0.0343;58.72;2012;0;302.48;301.12
18.4664;-77.9474;Atlantic;Jamaica;246.13;Exposed;0.0343;58.72;2013;0;301.36;301.12
18.4664;-77.9474;Atlantic;Jamaica;246.13;Exposed;0.0343;58.72;2013;0;301.36;301.12
18.4679;-77.3885;Atlantic;Jamaica;46.98;Exposed;0.0277;64.80;2012;0;302.8;301.07
18.4679;-77.3885;Atlantic;Jamaica;46.98;Exposed;0.0277;64.80;2012;0;302.8;301.07
18.4867;-77.9312;Atlantic;Jamaica;198.21;Exposed;0.0343;58.72;2012;0;302.48;301.12
18.4867;-77.9312;Atlantic;Jamaica;198.21;Exposed;0.0343;58.72;2012;0;302.48;301.12
26.5041;128.0668;Pacific;North Ryukyu Islands Japan;1501.82;Exposed;0.037;65.87;2010;0;295.46;297.88
26.5041;128.0668;Pacific;North Ryukyu Islands Japan;1501.82;Exposed;0.037;65.87;2010;0;295.46;297.88
27.0567;128.4113;Pacific;North Ryukyu Islands Japan;431.71;Sheltered;0.0376;69.53;2010;0;300.16;297.64
27.0567;128.4113;Pacific;North Ryukyu Islands Japan;431.71;Sheltered;0.0376;69.53;2010;0;300.16;297.64
27.0567;128.4113;Pacific;North Ryukyu Islands Japan;431.71;Sheltered;0.0376;69.53;2010;0;300.16;297.64
27.0567;128.4113;Pacific;North Ryukyu Islands Japan;431.71;Sheltered;0.0376;69.53;2010;0;300.16;297.64
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2012;0;295.69;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2012;0;295.69;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2012;0;295.69;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2012;0;295.69;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2013;0;294.51;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2013;0;294.51;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2013;0;294.51;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2013;0;294.51;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2014;0;294.58;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2014;0;294.58;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2014;0;294.58;295.62
33.3444;135.6967;Pacific;Shikoku Japan;11670.39;Exposed;0.0549;62.36;2014;0;294.58;295.62
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2010;0;298.39;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2010;0;298.39;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2010;0;298.39;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2010;0;298.39;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2011;0;298.94;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2011;0;298.94;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2011;0;298.94;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2011;0;298.94;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2012;0;297.92;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2012;0;297.92;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2012;0;297.92;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2012;0;297.92;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2014;0;299.54;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2014;0;299.54;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2014;0;299.54;299.18
24.2857;123.7319;Pacific;South Ryukyu Islands Japan;942.25;Exposed;0.0317;73.79;2014;0;299.54;299.18
24.3717;123.9744;Pacific;South Ryukyu Islands Japan;1901.84;Exposed;0.0516;65.58;2010;0;300.82;298.9
24.3717;123.9744;Pacific;South Ryukyu Islands Japan;1901.84;Exposed;0.0516;65.58;2010;0;300.82;298.9
24.3717;123.9744;Pacific;South Ryukyu Islands Japan;1901.84;Exposed;0.0516;65.58;2014;0;299.94;298.9
